circuit_name,TNF,IL2RG,NFKB1,CSF3R,CD52,LCK,ALOX5,BTK,IFNAR2,TYK2,PSMB8,CD247,CSF2RB,ITGAL,PIK3CD,IL2RB,SLAMF7,SCN8A,TUBB3,CHRNA4,CACNA1B,SLC12A5,KCNC1,CHRNB2,HRH3,IL1B,CD3E,PSMB10,SYK,C5AR1,TGFB1,PSMB9,CNR2,JAK3,DGAT2,NPR1,TFPI,AOC3,VDR,TYMP,CACNA1C,PLAT,CACNA1S,RYR1,SCN1B,CD4,KCNA3,BST1,FCER1G,ABAT,SCN2A,IFNG,VKORC1L1,AGTR1,VWF,ICAM1,FCGR2A,FCGR3B,SLC5A1,HBA1,VEGFA,EGFR,PTAFR,LTA,HBB,PIK3CG,ANXA2,TNFRSF1A,AHR,IL1R1,NNMT,HCAR2,HCAR3,NOD2,GHR,SCN4A,LPL,PPARG
AGE-RAGE signaling pathway in diabetic complications: TNF,1.0,0.26087037260382157,0.039649844365647204,0.12832190385234518,0.14612638322802038,0.14896925598628138,0.12759263130094797,0.12320284672985075,0.06329573201345474,0.08460024923590515,0.06946348598444024,0.07194091911131936,0.07405851358663051,0.23163119747595162,0.179365255070772,0.20144231259579232,0.12547490842196032,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.07307308423749441,0.0,0.0,0.03981166726775165,0.0,0.03847107118197399,0.047205174765088745,0.0505522507407515,0.056629767178992964,0.0,0.0,-0.0,0.0,0.0,0.039936493239345484,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.039010215549227345,0.0,0.0,-0.0,-0.0,0.041426214847444555,-0.0,-0.0,0.0,0.039693836190449465,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06721677444387912,0.06558948385257679,0.049037163306043144,-0.0,-0.0,0.0,-0.0
Legionellosis: TNF,1.0,0.25649515194715305,0.045034324888646546,0.1494855872189849,0.1291553867487268,0.12399428347730183,0.1213029527779284,0.11633317579832703,0.06823669196392708,0.09115678405976521,0.0723086260171706,0.06814237735371169,0.07864845369151693,0.1997911299136601,0.16466709576774138,0.1889150934280344,0.1266810556914816,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.07825492532963409,0.0,0.0,0.04882471883022267,0.05616017728650561,0.052272073518677555,0.05385459172375838,0.048868628009931206,0.06168195561365367,0.0,0.0,0.0,0.0,0.0,0.043557016878236356,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.045794331283844684,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.048669436258212434,0.0,0.0,0.0,0.0,0.0822760363818166,0.07089062206654773,0.049719352068875636,-0.0,-0.0,0.0,0.0
MAPK signaling pathway: NLK,1.0,0.2850918393763923,0.0,0.17352858765499957,0.13888866840703784,0.11475777556888074,0.12966039782386668,0.12058935229676125,0.0,0.07689622864368156,0.11551241731571465,0.0726227042237361,0.11093483504507097,0.21801883468338837,0.14827912803982032,0.20578885809893857,0.1582879559432072,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.17796677908732428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07905143458220658,-0.0,-0.0,-0.0,-0.0,-0.0,0.07800352006340111,0.0,0.0,0.07821637935631637,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07773384131142584,0.0,0.0,-0.0,-0.10151900518390114,0.0,0.0
MAPK signaling pathway: ECSIT TRAF6,1.0,0.2763572408437793,0.06558398343000904,0.15806243020729605,0.1256741789403543,0.10518130386507461,0.1185452537514584,0.10183022638902581,0.06210653924381834,0.07373868294609602,0.07794495123236284,0.05584021297900333,0.08950816896922703,0.17657260558812568,0.14122917110607724,0.22121537113420195,0.16477685814523702,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.1654629285071824,0.0,0.0,0.0,0.05967170026886217,0.0,0.0,0.0,0.05564693225414337,0.0,0.0,0.0,0.0,0.0,0.05918170329889187,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.06490226381957225,0.0,0.0,0.0,0.0,0.1283074427416105,0.10060799113080232,0.06796741345939791,-0.0,-0.06099149542829126,-0.0,0.0
Osteoclast differentiation: MAP2K1,1.0,0.2663768230794961,0.0,0.1188667647613421,0.1307987787624714,0.07516670543581554,0.11229406504440236,0.11245936040672178,0.06550149251434155,0.06879927385871645,0.08565072702665161,0.0,0.09384364411692545,0.15386935580629757,0.1298678759091615,0.20407964719646624,0.17794344957523636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1990547885293954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.07082677642492978,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.15172584040923842,0.11078172357214278,0.08742575742686604,-0.0,-0.0,-0.07899937689527622,0.0
Osteoclast differentiation: NFKB1,1.0,0.3034778662926068,0.09138371102091168,0.15271522877592297,0.15141940559937472,0.09500892088583685,0.1432192781453105,0.12948918126831577,0.08149145776175487,0.0877355305115529,0.10122099466931408,0.0,0.11336817903516348,0.18472129037050314,0.16736313257448865,0.22805540283830159,0.18998053722717234,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.18687590374175914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07814126207347405,0.07010456897310481,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.08624496765388535,0.06532872221481073,0.0,0.0,0.0,0.1786264088514347,0.1342322524995113,0.10806941501331263,-0.0,-0.0,-0.073212997082699,0.0
Osteoclast differentiation: NFKB2,1.0,0.3072436463016786,0.08734443014041414,0.1492140323518456,0.15277431943328254,0.10901791425569439,0.13737082665162986,0.13332823082885192,0.08721311211862823,0.10358889536911134,0.10062780876327576,0.0,0.11734079083097523,0.195295683470738,0.1820703410154067,0.21629807546688493,0.17424826214308464,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.1907935598506271,0.0,0.0,0.06739026313073292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.06898008128677527,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.06819656909379056,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.07364648345674984,0.0,0.0,0.0,0.0,0.13985038509866465,0.10641483806995376,0.07902159246535712,-0.0,-0.0,-0.07768185077330449,0.0
Natural killer cell mediated cytotoxicity: TNF,1.0,0.5137639269632419,0.0,0.28865524236216256,0.24676332128641534,0.32020737630355844,0.24317223819861397,0.25878967851968804,0.1504643788335059,0.23893252731021866,0.09207551947727674,0.1534499971388936,0.1290458578604476,0.45841152236888644,0.40474362120875285,0.294135269734326,0.17231026797516724,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.08525148367614843,0.08173812552337986,0.08957266489044541,0.11971977424090971,0.13986581435534748,0.14960209269971353,0.12761232921303983,0.1213828464699254,0.14246669974880988,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.10210398504750372,-0.09972468386017606,-0.0,-0.0,-0.0,0.0,0.0,0.08054800598344553,0.08076602227013896,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.08991383470610709,-0.0,-0.06626361286085385,0.0,0.0,0.06853415975443991,0.06546914194814378,0.0,0.0,0.0,0.0,-0.0,0.0759463886381104,0.07094130928468266,0.0,-0.0,-0.0,0.0,0.0
Non-alcoholic fatty liver disease (NAFLD): CASP3,1.0,0.550032391356648,0.0,0.22231331379211028,0.25988469307684214,0.32629836967249726,0.19380679683252358,0.2178231230368331,0.1442607016877172,0.18517289284814611,0.14117441012433476,0.1691083588280531,0.13843293955433397,0.43572489363487277,0.33817030744417653,0.4469804573989437,0.2852834426816772,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10220406470927865,0.0894645188507938,0.07707826578235472,0.08104457829094196,0.07306263566592998,0.0778319179064319,0.1124500102354316,0.11052872854986034,0.11445128111384577,0.0,-0.0,-0.0,0.0,0.0,0.06843104232632215,-0.08102953536470872,-0.0739823005423718,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.06445819334222246,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0926912111149966,0.08439329831707046,0.0,-0.0,-0.0,-0.0,0.0
Non-alcoholic fatty liver disease (NAFLD): CASP7,1.0,0.5324927445391018,0.06602923305767146,0.1925484676650312,0.2525021962377662,0.3087707254741273,0.17596733840662934,0.1887792232146889,0.11638254875108782,0.14973682009526937,0.14774187282465168,0.1673133424650223,0.13042259850155857,0.4103152401205783,0.29853513157294304,0.456871200365586,0.29694947619686024,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.09991617470586238,0.08874141692159099,0.0713337224578758,0.0,0.0,0.0,0.09973380096930028,0.09628825285475855,0.10294021526537236,-0.0,0.0,0.0,0.0,0.0,0.07184628632884899,-0.0,-0.0,-0.0,-0.0,-0.0,0.06616014067004215,0.06706846009257802,0.0,0.0,-0.0,-0.0,0.06974665795113942,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09646696624777866,0.08201864923233107,0.0,-0.0,-0.0,-0.0,0.0
Apoptosis: BCL2A1,1.0,0.39658431824101414,0.0,0.2789624228200399,0.2119854703228387,0.2168125948244499,0.21094808114614097,0.18769148456797394,0.1105827857082944,0.13837744882748884,0.10027525785869189,0.11726534092615132,0.1402563904106109,0.33744363841219255,0.29635801064564005,0.2421191265894372,0.14643191965584673,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.1349811832255991,0.0,0.0,0.0,0.0,0.0,0.08692264558701389,0.07889812368855849,0.11583819248308398,0.0,0.0,0.0,0.0,-0.0,0.09038633080514896,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.07937146004133591,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.07811600962232411,0.0,0.0,0.0,0.0,0.11251482893042368,0.11365331407850165,0.0,0.0,0.0,0.1065215956912457,0.07880399745174164
Herpes simplex infection: CASP3,1.0,0.41831321617255524,0.056837029544460696,0.13761365337668138,0.20537679747159038,0.22728715205640987,0.13562522559452622,0.16197535647776887,0.09664935733209044,0.13629654864503477,0.1206324857164896,0.11498245673605911,0.09884835461661758,0.30558539336155777,0.23834855737601798,0.35852407485893945,0.2446435201525953,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.08198525706840776,0.06997641860584154,0.05729399274466649,0.07017436208250508,0.0,0.0,0.08439979500550325,0.08770637555006434,0.07649570375227047,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.05890530072722309,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.061273553277983756,0.0,0.0,0.0,0.0,0.08116546996837315,0.059902633207255404,0.0,-0.0,-0.0,-0.06610513228726493,0.0
Herpes simplex infection: CYCS,1.0,0.36817548272773665,0.0,0.11321062754696098,0.18009576994009202,0.19652174601570466,0.10913605154378263,0.13159185199951093,0.07435911034056064,0.10901198446072667,0.10643354697376127,0.10091266198422104,0.08142359834749935,0.25924417140413253,0.19412334938263875,0.3292928956035899,0.22210835852714567,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.08145585618998268,0.06327565298462892,0.05019972912146138,0.05694829600185297,0.0,0.0,0.07072670919548901,0.07171309276437887,0.06368992291449517,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.06031870610574456,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.05494570957528282,0.0,0.0,0.0,0.0,0.06856775509190313,0.05233858278040105,0.0,-0.0,-0.05217022395227775,-0.0,0.0
Chagas disease (American trypanosomiasis): CASP8,1.0,0.41130460210678077,0.07566166860081687,0.20726064871485758,0.2007882398651884,0.21457103503202757,0.1727417001320786,0.17236333997723885,0.11256994046695878,0.15710912786678155,0.11534782179099194,0.11414001095018546,0.11551880198071028,0.3176479237681345,0.2685807543137743,0.3157825026823933,0.20923211540122857,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05870801772824927,-0.0,-0.0,0.0852593579814946,0.06621655500279926,0.060040942218755486,0.08577197597580422,0.09232104217086977,0.08813369516968902,0.09114689884992423,0.083083228086709,0.09156491070461313,0.0,0.0,0.0,0.0,0.0,0.0,-0.06265798968418176,-0.06557996032094378,-0.0,-0.0,-0.0,0.0,0.0,0.0675013807527127,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0732999738768428,0.0,0.0,0.0,0.0,0.09405087043755321,0.07754738844294623,0.0,-0.0,-0.0,-0.0,0.0
TNF signaling pathway: AKT3,1.0,0.39013641541498084,0.0,0.170265396987959,0.19525755869963451,0.25101506223852127,0.16042409250027043,0.20819699321993715,0.12328726004342909,0.17708980005364974,0.08818765756489097,0.09840901718665024,0.10161925818411689,0.33633480576083014,0.31585052186310064,0.2535747534362277,0.1314876450685236,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.07123858973327961,0.05323115679191638,0.06926153984325703,0.07253030434187932,0.07132655945832375,0.08342276068256904,0.1024191780472004,0.09933391962747465,0.10578541572598095,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.08407075485258153,-0.07475454604534378,0.0,0.0,0.0,0.0,0.0,0.0,0.05117281799995382,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.05721985303434868,0.0,0.04874666394257056,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.08721392793659884,0.07932846364625935,0.0,0.0,0.0,0.0677900488539718,0.0
